# RLEdb
# Citation : Zhao, M., Chen, X., Gao, G. et al. RLEdb: a database of rate-limiting enzymes and their regulation in human, rat, mouse, yeast and E. coli. Cell Res 19, 793–795 (2009). https://doi.org/10.1038/cr.2009.61

FTH1	FHC|FTH|FTHL6|HFE5|PIG15|PLIF
FUT8	-
KDSR	DHSR|FVT1|SDR35C1
G6PC	G6PC1|G6PT|GSD1|GSD1a
G6PD	G6PD1
SLC37A4	G6PT1|G6PT2|G6PT3|GSD1b|GSD1c|GSD1d|TRG-19|TRG19
GAA	LYAG
GAD1	CPSQ1|GAD|SCP
GAD2	GAD65
GALC	-
GALE	SDR1E1
GALK1	GALK|GK1|HEL-S-19
GALK2	GK2
GALNT1	GALNAC-T1
GALNT2	GalNAc-T2
GALNT3	GalNAc-T3|HFTC|HHS
GALT	-
GAMT	CCDS2|HEL-S-20|PIG2|TP53I2
GANC	-
GAPDH	G3PD|GAPD|HEL-S-162eP
GART	AIRS|GARS|GARTF|PAIS|PGFT|PRGS
GATA4	ASD2|TACHD|TOF|VSD1
GATM	AGAT|AT|CCDS3
GBA	GBA1|GCB|GLUC
GBE1	APBD|GBE|GSD4
GC	DBP|DBP/GC|GRD3|HEL-S-51|VDBG|VDBP
GCDH	ACAD5|GCD
GCG	GLP1|GLP2|GRPP
GCGR	GGR|GL-R
GCK	FGQTL3|GK|GLK|HHF3|HK4|HKIV|HXKP|LGLK|MODY2
GCKR	FGQTL5|GKRP
GCNT1	C2GNT|C2GNT-L|C2GNT1|G6NT|NACGT2|NAGCT2
GFER	ALR|ERV1|HERV1|HPO|HPO1|HPO2|HSS
GFPT1	CMSTA1|GFA|GFAT|GFAT 1|GFAT1|GFAT1m|GFPT|GFPT1L|MSLG
GGCX	VKCFD1
GGT1	CD224|D22S672|D22S732|GGT|GGT 1|GTG
B4GALT1	B4GAL-T1|CDG2D|GGTB2|GT1|GTB|beta4Gal-T1
GGT7	D20S101|GGT4|GGTL3|GGTL5|dJ18C9.2
GGT5	GGL|GGT 5|GGT-REL|GGTLA1
GIP	-
GK	GK1|GKD
GK2	GKP2|GKTA
GLA	GALA
GPC3	DGSX|GTR2-2|MXR7|OCI-5|SDYS|SGB|SGBS|SGBS1
GLB1	EBP|ELNR1|MPS4B
GCLC	GCL|GCS|GLCL|GLCLC
GCLM	GLCLR
GLDC	GCE|GCSP|HYGN1
GLO1	GLOD1|GLYI|HEL-S-74
GLP1R	-
GLS	AAD20|GAC|GAM|GLS1|KGA
GLRX	GRX|GRX1
GLUD1	GDH|GDH1|GLUD
GLUD2	GDH2|GLUDP1
GLUL	GLNS|GS|PIG43|PIG59
GM2A	GM2-AP|SAP-3
GMDS	GMD|SDR3E1
GMPR	GMPR1
GNA11	FBH|FBH2|FHH2|GNA-11|HHC2|HYPOC2
GNA15	GNA16
GNAI1	Gi
GNAI2	GIP|GNAI2B|H_LUCA15.1|H_LUCA16.1
GNAO1	EIEE17|G-ALPHA-o|GNAO
GNAQ	CMC1|G-ALPHA-q|GAQ|SWS
GNAS	AHO|C20orf45|GNAS1|GPSA|GSA|GSP|NESP|PHP1A|PHP1B|PHP1C|POH
GNB1	-
GNGT1	GNG1
GNGT2	G-GAMMA-8|G-GAMMA-C|GNG8|GNG9|GNGT8
GNS	G6S
GOT1	ASTQTL1|GIG18|cAspAT|cCAT
GOT2	KAT4|KATIV|mitAAT
GPC1	glypican
GPD1	GPD-C|GPDH-C|HTGTI
GPD2	GDH2|GPDM|mGPDH
GPI	AMF|GNPI|NLK|PGI|PHI|SA-36|SA36
FFAR1	FFA1R|GPCR40|GPR40
GPT	AAT1|ALT1|GPT1
GPX1	GPXD|GSHPX1
GRP	BN|GRP-10|preproGRP|proGRP
PDIA3	ER60|ERp57|ERp60|ERp61|GRP57|GRP58|HEL-S-269|HEL-S-93n|HsT17083|P58|PI-PLC
GSR	HEL-75
GSS	GSHS|HEL-S-64p|HEL-S-88n
GSTA1	GST2|GSTA1-1|GTH1
GSTP1	DFN7|FAEES3|GST3|GSTP|HEL-S-22|PI
GSTT1	-
GSTT2	-
GSTZ1	GSTZ1-1|MAAI|MAI
GUCY1A2	GC-SA2|GUC1A2
GUCY1A3	GC-SA3|GUC1A3|GUCA3|GUCSA3|GUCY1A1|MYMY6
GUCY1B3	GC-S-beta-1|GC-SB3|GUC1B3|GUCB3|GUCSB3|GUCY1B1
GUCY2C	DIAR6|GUC2C|MECIL|MUCIL|STAR
GUCY2F	CYGF|GC-F|GUC2DL|GUC2F|RETGC-2|ROS-GC2
GUK1	GMK
GUSB	BG|MPS7
GYG1	GSD15|GYG
GYS1	GSY|GYS
GYS2	-
GUCY2D	CORD5|CORD6|CYGD|GUC1A4|GUC2D|LCA|LCA1|RCD2|RETGC-1|ROS-GC1|ROSGC|retGC
HSD17B10	17b-HSD10|ABAD|CAMR|DUPXp11.22|ERAB|HADH2|HCD2|MHBD|MRPP2|MRX17|MRX31|MRXS10|SCHAD|SDR5C1
HAGH	GLO2|GLX2|GLXII|HAGH1
HADHA	ECHA|GBP|HADH|LCEH|LCHAD|MTPA|TP-ALPHA
HADHB	ECHB|MTPB|TP-BETA
HADH	HAD|HADH1|HADHSC|HCDH|HHF4|MSCHAD|SCHAD
HAL	HIS|HSTD
HAS1	HAS
HAS2	-
HAS3	-
HCCS	CCHL|MCOPS7|MLS
HDC	-
HEXA	TSD
HEXB	ENC-1AS|HEL-248
HGD	AKU|HGO
HIF1A	HIF-1A|HIF-1alpha|HIF1|HIF1-ALPHA|MOP1|PASD8|bHLHe78
HK1	HK1-ta|HK1-tb|HK1-tc|HKD|HKI|HMSNR|HXK1
HK2	HKII|HXK2
HK3	HKIII|HXK3
HMBS	PBG-D|PBGD|PORC|UPS
HMGCL	HL
HMGCR	LDLCQ3
HMGCS1	HMGCS
HMGCS2	-
HMMR	CD168|IHABP|RHAMM
HMOX1	HMOX1D|HO-1|HSP32|bK286B10
HMOX2	HO-2
HNMT	HMT|HNMT-S1|HNMT-S2
HNRNPD	AUF1|AUF1A|HNRPD|P37|hnRNPD0
HPD	4-HPPD|4HPPD|GLOD3|HPPDASE|PPD
HPRT1	HGPRT|HPRT
HSD3B1	3BETAHSD|HSD3B|HSDB3|HSDB3A|I|SDR11E1
NDST1	HSST|MRT46|NST1
HYAL1	HYAL-1|LUCA1|NAT6
IDH1	HEL-216|HEL-S-26|IDCD|IDH|IDP|IDPC|PICD
IDH2	D2HGA2|ICD-M|IDH|IDHM|IDP|IDPM|mNADP-IDH
IDH3A	-
IDH3B	H-IDHB|RP46
IDH3G	H-IDHG
IDI1	IPP1|IPPI1
IDS	MPS2|SIDS
IDUA	IDA|MPS1
IMPA1	IMP|IMPA
IMPA2	-
IMPDH1	IMPD|IMPD1|LCA11|RP10|sWSS2608
IMPDH2	IMPD2|IMPDH-II
IDO1	IDO|IDO-1|INDO
INHA	-
INHBA	EDF|FRP
INHBB	-
INHBC	IHBC
INPP1	-
INS	IDDM|IDDM1|IDDM2|ILPR|IRDN|MODY10
INPP4A	INPP4|TVAS1
INPP5A	5PTASE
INPP5B	5PTase
INPPL1	OPSMD|SHIP2
EIF3E	EIF3-P48|EIF3S6|INT6|eIF3-p46
ISL1	ISLET1|Isl-1
STT3A	ITM1|STT3-A|TMC
ITPA	C20orf37|HLC14-06-P|dJ794I6.3
ITPK1	ITRPK1
ITPKA	IP3-3KA|IP3KA
ITPKB	IP3-3KB|IP3K|IP3K-B|IP3KB|PIG37
ITPR2	CFAP48|IP3R2
ITPR3	IP3R|IP3R3
IVD	ACAD2
KCNB1	DRK1|EIEE26|KV2.1|h-DRK1
KCNC2	KV3.2
KCNJ11	BIR|HHF2|IKATP|KIR6.2|PHHI|TNDM3
KCNS3	KV9.3
KHK	-
KIFC3	-
TNPO1	IPO2|KPNB2|MIP|MIP1|TRN
LALBA	-
RPSA	37LRP|67LR|ICAS|LAMBR|LAMR1|LBP|LBP/p40|LRP|LRP/LR|NEM/1CHD4|SA|lamR|p40
LBR	DHCR14B|LMN2R|PHA|TDRD18
LCAT	-
LCT	LAC|LPH|LPH1
LDHA	GSD11|HEL-S-133P|LDH1|LDHM
LDHB	HEL-S-281|LDH-B|LDH-H|LDHBD|TRG-5
LDHC	CT32|LDH3|LDHX
LDLR	FH|FHC|LDLCQ2
LEP	LEPD|OB|OBS
LHB	CGB4|LSH-B|hLHB
LIPC	HDLCQ12|HL|HTGL|LIPH
LIPE	AOMS4|HSL|LHS
FADS1	D5D|FADS6|FADSD5|LLCDL1|TU12
LMAN1	ERGIC-53|ERGIC53|F5F8D|FMFD1|MCFD1|MR60|gp58
LPA	AK38|APOA|LP
LPL	HDLCQ11|LIPD
LRP2	DBS|GP330
LSS	OSC
LTA4H	-
LTC4S	-
LUM	LDC|SLRR2D
MARCKS	80K-L|MACS|PKCSL|PRKCSL
MAGOH	MAGOH1|MAGOHA
MAN1A1	HUMM3|HUMM9|MAN9
MAN2A1	AMan II|GOLIM7|MANA2|MANII
MAOA	MAO-A
MAOB	-
MARS	METRS|MRS|MTRNS|SPG70
MAT1A	MAT|MATA1|SAMS|SAMS1
MAT2A	MATA2|MATII|SAMS2
CHST6	MCDC1
MDH1	HEL-S-32|MDH-s|MDHA|MGC:1375|MOR2
MDH2	M-MDH|MDH|MGC:3559|MOR1
ME1	HUMNDME|MES
ME2	ODS1
MGAT1	GLCNAC-TI|GLCT1|GLYT1|GNT-1|GNT-I|MGAT
MGAT2	CDG2A|CDGS2|GLCNACTII|GNT-II|GNT2
MGAT3	GNT-III|GNT3
MGAT5	GNT-V|GNT-VA
MGST1	GST12|MGST|MGST-I
MGST2	GST2|MGST-II
MGST3	GST-III
MIF	GIF|GLIF|MMIF
ALDH6A1	MMSADHA|MMSDH
MOCS1	MIG11|MOCOD|MOCODA
MOCS2	MCBPE|MOCO1|MOCODB|MPTS
MPI	CDG1B|PMI|PMI1
MPST	MST|TST2|TUM1
MTAP	BDMF|DMSFH|DMSMFH|HEL-249|LGMBF|MSAP|c86fus
MTHFD1	MTHFC|MTHFD
MTHFR	-
MTM1	CNM|MTMX|XLMTM
MTTP	ABL|MTP
MTR	HMAG|MS|cblG
MTX1	MTX|MTXN
MUC2	MLP|MUC-2|SMUC
MUC4	ASGP|HSA276359|MUC-4
MUC5AC	MUC5|TBM|leB
MUC6	MUC-6
MUC7	MG2
MUT	MCM
MVD	FP17780|MPD
MVK	LRBP|MK|MVLK|POROK3
NAGLU	MPS-IIIB|MPS3B|NAG|UFHSD
NCBP1	CBP80|NCBP|Sto1
RPL10A	CSA19|Csa-19|L10A|NEDD6
NEU1	NANH|NEU|SIAL1
NEU2	SIAL2
NFYA	CBF-A|CBF-B|HAP2|NF-YA
NFYB	CBF-A|CBF-B|HAP3|NF-YB
NME1	AWD|GAAD|NB|NBS|NDKA|NDPK-A|NDPKA|NM23|NM23-H1
NME2	NDKB|NDPK-B|NDPKB|NM23-H2|NM23B|PUF
NME3	DR-nm23|NDPK-C|NDPKC|NM23-H3|NM23H3|c371H6.2
NME4	NDPK-D|NM23H4|nm23-H4
NNMT	-
NOS1	IHPS1|N-NOS|NC-NOS|NOS|bNOS|nNOS
NOS2	HEP-NOS|INOS|NOS|NOS2A
NOS3	ECNOS|eNOS
CNOT2	CDC36|NOT2|NOT2H
CNOT3	LENG2|NOT3|NOT3H
CNOT4	CLONE243|NOT4|NOT4H
PNP	NP|PRO1837|PUNP
NPAS2	MOP4|PASD4|bHLHe9
NPR1	ANPRA|ANPa|GUC2A|GUCY2A|NPRA
NPR2	AMDM|ANPRB|ANPb|ECDM|GUC2B|GUCY2B|NPRB|NPRBi
NRF1	ALPHA-PAL
NT5E	CALJA|CD73|E5NT|NT|NT5|NTE|eN|eNT
NUP88	-
OAT	GACR|HOGA|OATASE|OKT
OAZ1	AZI|OAZ
OAZ2	AZ2
OCRL	INPP5F|LOCR|NPHL2|OCRL-1|OCRL1
ODC1	ODC
OMD	OSAD|SLRR2C
OGDH	AKGDH|E1k|OGDC
OGN	OG|OIF|SLRR3A
OSBP	OSBP1
OTC	OCTD
OXCT1	OXCT|SCOT
P4HA1	P4HA
